customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,total_claim_amount,policy_type,vehicle_class
FB25242,Oregon,M,College,568691,63143,71,0,340,Corporate Auto,Four-Door Car
RW51650,Oregon,M,Bachelor,862283,97361,73,0,350,Personal Auto,Four-Door Car
XX94684,Nevada,M,High School or Below,507967,50052,130,0,624,Personal Auto,Luxury
AH99727,Arizona,F,Bachelor,562331,11612,71,0,340,Personal Auto,Four-Door Car
NZ85858,Arizona,F,High School or Below,527001,78115,65,0,255,Personal Auto,Four-Door Car
JU19953,California,F,Master,862117,81947,71,0,203,Personal Auto,Two-Door Car
LC33025,Oregon,M,College,791833,44698,211,4,1012,Personal Auto,Luxury
BV86143,California,F,High School or Below,2103401,26876,66,0,219,Personal Auto,Four-Door Car
AY88788,Oregon,F,College,1541768,69841,192,0,878,Personal Auto,Luxury
OJ33945,Oregon,F,High School or Below,869263,97768,72,0,151,Personal Auto,Two-Door Car
LO84523,Oregon,M,High School or Below,650314,0,187,0,1588,Personal Auto,Luxury
HZ25580,Washington,F,High School or Below,239619,39062,61,0,346,Corporate Auto,Two-Door Car
AR96516,Oregon,F,Bachelor,591495,50217,74,0,355,Personal Auto,Two-Door Car
JP69864,Washington,F,Bachelor,224844,24910,63,1,347,Personal Auto,Four-Door Car
DL26809,Nevada,M,College,682679,0,68,0,489,Personal Auto,Two-Door Car
MV69686,Oregon,F,Doctor,398218,38500,99,1,423,Corporate Auto,Four-Door Car
SC95565,Nevada,F,High School or Below,288777,62018,71,0,293,Personal Auto,Two-Door Car
RL31641,Oregon,F,College,225241,0,65,0,468,Personal Auto,Two-Door Car
OH83248,California,M,Master,845853,57394,106,0,316,Personal Auto,Four-Door Car
DB28979,California,M,Bachelor,747831,23530,65,0,312,Corporate Auto,Two-Door Car
ZS32263,California,F,High School or Below,378864,48887,95,0,456,Personal Auto,Four-Door Car
IY59173,Oregon,F,Master,522068,68867,129,0,619,Personal Auto,SUV
KL17620,California,F,College,713029,12062,63,0,302,Corporate Auto,Four-Door Car
CP28581,Arizona,M,College,851359,59230,107,0,245,Personal Auto,SUV
QR15592,Arizona,F,Bachelor,566013,59586,72,0,91,Personal Auto,Four-Door Car
RI85578,Washington,F,Bachelor,263814,79699,65,0,348,Personal Auto,Two-Door Car
TG68823,Arizona,F,Bachelor,531889,25134,67,0,321,Personal Auto,Four-Door Car
WO78310,Oregon,F,College,416016,0,61,0,292,Personal Auto,Four-Door Car
SC78905,Oregon,F,College,223734,0,61,0,292,Personal Auto,Four-Door Car
EL88957,California,M,College,346012,0,100,1,720,Personal Auto,SUV
SS54050,California,M,Bachelor,1600550,44901,70,2,460,Personal Auto,Four-Door Car
ZV99487,Arizona,F,Bachelor,698660,0,93,0,149,Personal Auto,Four-Door Car
XI51746,Oregon,F,Bachelor,882696,28463,113,2,324,Personal Auto,SUV
KG85675,Nevada,F,Bachelor,472686,13037,124,0,839,Personal Auto,SUV
KK64803,California,M,High School or Below,2744347,82320,99,1,475,Personal Auto,Four-Door Car
OM80593,California,F,Bachelor,724731,0,104,0,499,Personal Auto,SUV
RL59810,Oregon,F,College,513785,78460,64,0,203,Personal Auto,Four-Door Car
QQ53360,Nevada,M,College,273905,0,92,4,657,Personal Auto,Two-Door Car
WR76339,California,M,College,509279,46922,64,0,403,Corporate Auto,Two-Door Car
BA40043,California,M,College,579982,60689,74,0,5,Corporate Auto,Four-Door Car
MK52197,Nevada,F,Master,550706,0,71,0,340,Personal Auto,Four-Door Car
SV48204,Oregon,F,College,1048491,61108,89,0,49,Personal Auto,Four-Door Car
RJ79502,Arizona,M,Bachelor,850128,98003,107,0,449,Personal Auto,SUV
LY14355,Washington,F,High School or Below,293598,73847,73,1,350,Personal Auto,Two-Door Car
NL32558,Arizona,F,High School or Below,650339,22081,84,0,451,Personal Auto,Two-Door Car
CP92616,Nevada,M,High School or Below,4680522,83006,235,1,1065,Personal Auto,Luxury
BP28492,Arizona,F,College,483471,38713,66,4,316,Corporate Auto,Four-Door Car
MX28412,Oregon,F,College,257532,28700,68,3,326,Personal Auto,Four-Door Car
DT99586,California,F,Master,3711165,61552,115,0,12,Personal Auto,SUV
IC41932,Nevada,M,College,437119,56718,113,1,542,Personal Auto,SUV
DA35744,Oregon,M,Doctor,1679633,66776,71,0,131,Corporate Auto,Four-Door Car
GU96042,California,M,High School or Below,798850,58268,67,0,228,Corporate Auto,Two-Door Car
UW98698,California,M,College,226984,0,68,0,542,Personal Auto,Four-Door Car
SF32458,California,M,Doctor,499147,12608,66,1,214,Personal Auto,Four-Door Car
OM85313,California,M,Master,292193,63499,73,0,278,Personal Auto,Four-Door Car
MH81246,Oregon,M,High School or Below,761319,36247,96,0,329,Corporate Auto,Four-Door Car
OH99089,California,F,Master,582740,30228,73,0,163,Personal Auto,Four-Door Car
TG57800,Oregon,F,College,260064,0,74,0,501,Personal Auto,Two-Door Car
GX19342,California,F,High School or Below,849146,0,116,0,1193,Personal Auto,Four-Door Car
XE39286,Arizona,F,Bachelor,977873,99364,121,0,580,Personal Auto,Luxury
JA93297,California,M,Bachelor,2265853,23665,67,0,404,Personal Auto,Four-Door Car
II37789,Arizona,F,College,1000402,0,94,0,807,Corporate Auto,Four-Door Car
IC32996,Oregon,M,High School or Below,487277,69247,61,1,226,Corporate Auto,Two-Door Car
LO67195,Arizona,F,College,744481,56047,92,0,82,Corporate Auto,Four-Door Car
PG93638,Oregon,M,College,576111,28919,73,0,207,Personal Auto,Two-Door Car
OZ41737,Oregon,F,Doctor,536677,0,70,0,223,Personal Auto,Four-Door Car
OY66019,Oregon,F,College,625947,0,83,0,254,Personal Auto,Four-Door Car
CH73843,Arizona,M,High School or Below,762358,69900,64,0,33,Personal Auto,Two-Door Car
XT93203,California,M,High School or Below,1096395,55687,276,0,1324,Personal Auto,Luxury
OR85652,Oregon,F,Bachelor,742784,78294,92,0,181,Personal Auto,Four-Door Car
LR10110,Washington,F,Bachelor,550413,0,73,0,350,Corporate Auto,Four-Door Car
XK11432,Arizona,M,Bachelor,466512,0,62,0,297,Personal Auto,Two-Door Car
OX24868,California,F,High School or Below,602184,0,168,0,1476,Personal Auto,SUV
EZ74530,Nevada,M,High School or Below,307410,0,104,3,748,Personal Auto,Luxury
HP46467,Oregon,F,College,495308,21385,127,0,609,Corporate Auto,SUV
KP54476,California,M,Master,778048,87128,97,0,495,Personal Auto,Two-Door Car
AI47152,Nevada,F,College,799277,35434,66,0,297,Personal Auto,Four-Door Car
BU15334,California,F,Master,417068,29462,107,1,513,Corporate Auto,SUV
GD59796,Nevada,F,College,2322823,53243,102,3,489,Personal Auto,Four-Door Car
OX59701,California,M,High School or Below,544581,21006,139,1,667,Personal Auto,SUV
OD63728,California,F,College,455849,0,65,0,312,Personal Auto,Two-Door Car
JC38573,Oregon,M,Bachelor,552821,36088,72,0,345,Corporate Auto,Four-Door Car
RC11491,Oregon,F,College,1039066,28948,131,0,295,Corporate Auto,SUV
RZ24101,Nevada,F,College,714254,24417,185,0,888,Personal Auto,SUV
OB88698,Oregon,M,High School or Below,546954,67099,69,0,22,Personal Auto,Two-Door Car
IK92617,Oregon,F,Bachelor,1162873,97830,96,0,298,Personal Auto,Four-Door Car
YH43996,Arizona,M,College,1018965,0,101,0,727,Personal Auto,Four-Door Car
BJ65040,Arizona,F,High School or Below,273343,93558,67,0,478,Personal Auto,Four-Door Car
WY57101,Arizona,F,Doctor,401445,37384,99,0,475,Personal Auto,Four-Door Car
OG77759,Arizona,M,Bachelor,711953,28227,62,0,551,Personal Auto,Four-Door Car
HN38084,Nevada,M,High School or Below,1177279,51008,74,0,355,Corporate Auto,Two-Door Car
GD11927,California,M,High School or Below,238179,78185,61,0,292,Personal Auto,Four-Door Car
MC20349,California,F,Bachelor,520835,0,74,0,532,Personal Auto,Four-Door Car
HM22034,Nevada,M,College,501872,0,68,0,670,Personal Auto,Four-Door Car
KH48996,Arizona,F,Bachelor,1190054,97205,100,2,5,Personal Auto,Luxury
VF32979,Washington,F,Bachelor,580017,25472,73,0,350,Corporate Auto,Four-Door Car
LS90887,California,F,Bachelor,567438,26225,72,1,320,Special Auto,Four-Door Car
EN72010,Oregon,M,College,727143,20545,70,0,336,Personal Auto,Two-Door Car
KH44031,Oregon,F,Master,316449,0,83,0,398,Personal Auto,Four-Door Car
GJ47896,Arizona,F,College,266103,35503,67,0,216,Personal Auto,Two-Door Car
GD87742,Oregon,F,College,1414055,58988,118,0,566,Personal Auto,Luxury
MD14027,Nevada,F,Bachelor,765422,0,74,1,355,Personal Auto,Two-Door Car
XA32915,Nevada,M,High School or Below,219973,0,64,0,685,Personal Auto,Two-Door Car
XR52852,Oregon,F,College,200435,0,66,4,316,Special Auto,Four-Door Car
EZ48947,Nevada,M,College,1311111,67197,111,0,147,Special Auto,SUV
OJ50322,Nevada,M,High School or Below,1576260,39032,198,0,950,Personal Auto,SUV
XB77333,Oregon,F,College,1319792,0,68,3,326,Personal Auto,Four-Door Car
QB58745,California,M,High School or Below,278753,34927,70,0,242,Personal Auto,Two-Door Car
IG62421,Nevada,M,Doctor,343613,30817,88,0,91,Personal Auto,Four-Door Car
SF29724,California,F,Bachelor,271336,31535,70,0,90,Personal Auto,Four-Door Car
WM95454,California,F,Bachelor,286731,23376,78,0,374,Personal Auto,Four-Door Car
CB96381,California,F,College,1459024,46244,62,0,255,Corporate Auto,Four-Door Car
MJ60422,Arizona,M,Bachelor,665247,34886,84,0,403,Personal Auto,Two-Door Car
NC63295,Arizona,M,High School or Below,244462,0,66,0,316,Corporate Auto,Four-Door Car
CM55703,Washington,F,College,289691,33746,74,1,355,Personal Auto,Two-Door Car
ZE76673,Oregon,M,Doctor,1097206,24164,137,0,657,Personal Auto,Luxury
TO60700,Washington,F,Bachelor,765149,25859,74,0,355,Special Auto,Four-Door Car
WF34690,Oregon,F,Bachelor,1935737,0,68,1,326,Personal Auto,Four-Door Car
ZM28138,Arizona,F,Bachelor,722712,40153,61,0,340,Personal Auto,Four-Door Car
FI14842,Nevada,F,College,785730,0,104,0,499,Personal Auto,SUV
KC32511,Oregon,F,Master,518162,97131,64,0,307,Personal Auto,Four-Door Car
NE10467,Arizona,F,High School or Below,428106,23712,106,0,508,Corporate Auto,SUV
PT93474,Oregon,F,Bachelor,1151316,0,64,0,307,Personal Auto,Four-Door Car
RL74454,Nevada,F,Bachelor,514711,33171,65,0,236,Personal Auto,Four-Door Car
DQ31994,Nevada,F,College,866349,0,83,1,398,Corporate Auto,Four-Door Car
DN98431,Oregon,F,High School or Below,253532,0,68,0,326,Corporate Auto,Four-Door Car
EV53200,Nevada,M,College,2150433,60228,112,1,286,Personal Auto,SUV
AJ89107,Arizona,M,High School or Below,734932,27072,93,0,565,Personal Auto,Four-Door Car
WS25565,California,M,Master,850985,26057,74,0,523,Personal Auto,Four-Door Car
ZY33234,Nevada,F,High School or Below,429718,66331,107,0,513,Personal Auto,Two-Door Car
PS69748,Washington,M,College,871704,83846,74,3,355,Personal Auto,Four-Door Car
HL33607,Washington,M,College,871704,83846,74,3,355,Personal Auto,Four-Door Car
DG90902,California,F,College,1747664,45106,73,0,350,Personal Auto,Four-Door Car
SW96063,Arizona,F,Bachelor,1047989,78435,130,0,553,Personal Auto,SUV
CP19929,California,F,Bachelor,224257,0,63,1,453,Corporate Auto,Two-Door Car
KR50062,Oregon,M,College,275445,79507,70,3,442,Personal Auto,Two-Door Car
CU19735,Arizona,M,High School or Below,804120,44986,101,0,624,Corporate Auto,SUV
ST52914,Arizona,M,College,604291,25899,79,0,568,Personal Auto,Two-Door Car
WQ68301,Oregon,M,Bachelor,282743,13610,74,0,355,Personal Auto,Four-Door Car
LR33381,Nevada,M,Doctor,2204185,0,65,0,312,Personal Auto,Four-Door Car
UR36912,California,M,Bachelor,279680,77362,70,0,386,Personal Auto,Two-Door Car
SK46419,California,M,High School or Below,407284,96443,102,0,489,Personal Auto,SUV
BY88757,California,M,Master,518246,0,135,1,939,Personal Auto,SUV
ER65086,Nevada,M,Doctor,613166,90778,76,0,62,Personal Auto,Four-Door Car
TP87527,California,F,High School or Below,239213,0,65,0,361,Corporate Auto,Four-Door Car
VL80291,Nevada,F,Master,320966,78494,79,0,122,Personal Auto,Two-Door Car
WL45773,California,F,Doctor,280860,83497,69,0,196,Special Auto,Four-Door Car
TT36693,Nevada,M,College,436293,58842,110,0,528,Personal Auto,Four-Door Car
PT12544,Arizona,M,College,688046,63935,87,0,221,Personal Auto,Four-Door Car
CI24326,Oregon,M,Bachelor,359106,0,96,0,460,Personal Auto,Four-Door Car
YQ73717,California,M,High School or Below,520125,0,69,0,331,Personal Auto,Four-Door Car
FG99706,Oregon,F,College,552154,0,77,0,369,Personal Auto,Four-Door Car
OM63414,Arizona,F,Bachelor,507165,62258,65,0,117,Personal Auto,Two-Door Car
JQ74890,Nevada,M,Bachelor,292168,0,80,0,739,Corporate Auto,Four-Door Car
FP93662,California,F,Master,1580653,58516,98,0,470,Corporate Auto,Two-Door Car
SA40041,Washington,F,Bachelor,574988,22814,73,0,360,Personal Auto,Four-Door Car
EW82164,California,F,Bachelor,416741,56901,104,0,499,Personal Auto,SUV
KV99550,California,M,High School or Below,651495,0,61,1,292,Personal Auto,Four-Door Car
CA96230,California,M,Doctor,918951,99443,117,4,228,Personal Auto,SUV
QN17712,Oregon,F,College,823122,0,113,0,373,Personal Auto,SUV
KM79894,Arizona,M,Master,309517,88246,77,1,428,Corporate Auto,Four-Door Car
KR25511,Washington,M,High School or Below,600521,26876,76,0,364,Corporate Auto,Four-Door Car
DZ45471,Nevada,M,College,758211,64801,64,0,268,Personal Auto,Four-Door Car
DE18949,Oregon,F,College,1634460,57029,68,0,135,Corporate Auto,Two-Door Car
BN74268,Arizona,F,College,1176315,28045,99,0,475,Personal Auto,Four-Door Car
QJ93301,Nevada,M,Master,405337,44661,101,0,436,Personal Auto,Two-Door Car
OO92815,Arizona,F,High School or Below,331115,21246,83,0,398,Personal Auto,Four-Door Car
HV50891,Nevada,M,Doctor,352804,31278,92,4,441,Personal Auto,Two-Door Car
RK59543,California,F,High School or Below,559538,74454,71,0,340,Personal Auto,Four-Door Car
IH54239,California,M,Master,508969,62474,63,0,112,Personal Auto,Four-Door Car
GB14456,Nevada,M,High School or Below,2233716,0,130,0,1376,Personal Auto,SUV
RC95515,Arizona,M,College,479283,20647,63,0,185,Personal Auto,Four-Door Car
TI61458,California,F,Bachelor,2778969,33806,89,0,395,Personal Auto,Four-Door Car
RB49468,Oregon,F,Bachelor,751166,0,70,0,340,Personal Auto,Four-Door Car
SJ18454,Oregon,M,High School or Below,1876755,0,111,0,900,Personal Auto,Luxury
KC19420,California,F,College,498764,19589,127,0,1027,Personal Auto,SUV
TP12241,California,F,College,512319,22338,67,1,307,Personal Auto,Two-Door Car
BD89564,Nevada,M,College,598977,66839,154,0,739,Personal Auto,Luxury
EC71986,Washington,F,High School or Below,242928,26736,63,0,367,Personal Auto,Four-Door Car
CJ97736,Oregon,F,College,582818,31364,74,0,461,Personal Auto,Four-Door Car
QF59448,Washington,M,College,283158,17752,77,0,369,Personal Auto,Four-Door Car
YB70005,Oregon,M,College,976793,36225,123,0,221,Special Auto,SUV
QI40455,Oregon,F,Doctor,1209791,0,107,0,271,Personal Auto,SUV
YL72747,California,M,High School or Below,226531,0,61,0,292,Personal Auto,Four-Door Car
FL18392,California,F,Bachelor,571908,77601,71,0,276,Personal Auto,Two-Door Car
AL21967,Oregon,M,Master,1017147,74243,84,0,71,Corporate Auto,Four-Door Car
KC67431,California,F,College,1051715,46707,133,0,80,Personal Auto,Luxury
EG40823,Oregon,F,Bachelor,430347,0,116,0,765,Personal Auto,SUV
QO89177,California,M,College,1192675,50234,101,0,484,Personal Auto,Four-Door Car
AV72430,Oregon,M,Master,1653170,75526,103,1,494,Personal Auto,Four-Door Car
TL18087,Washington,M,Bachelor,305928,65083,77,0,369,Personal Auto,Four-Door Car
WI29961,Nevada,M,High School or Below,543744,28343,69,0,331,Personal Auto,Two-Door Car
ZR11692,California,M,Bachelor,510329,74948,64,0,216,Corporate Auto,Four-Door Car
No36572,Oregon,M,High School or Below,458310,22728,116,0,556,Personal Auto,Four-Door Car
YZ56105,California,F,High School or Below,640962,0,99,2,712,Personal Auto,Two-Door Car
MN62189,California,F,High School or Below,899198,17331,117,0,1138,Personal Auto,SUV
MQ32284,California,F,College,1223277,35133,102,0,692,Personal Auto,SUV
NS38229,Nevada,F,College,512603,63147,64,0,87,Personal Auto,Four-Door Car
IB41597,California,F,College,1101416,67575,91,0,401,Personal Auto,Four-Door Car
IP68868,Oregon,M,High School or Below,381961,0,111,0,799,Personal Auto,Two-Door Car
EL70257,California,F,High School or Below,840439,48315,71,0,340,Personal Auto,Four-Door Car
NB27041,Arizona,F,High School or Below,903567,34337,113,0,542,Corporate Auto,Four-Door Car
BM28359,Oregon,M,High School or Below,545370,33818,72,4,341,Personal Auto,Four-Door Car
VB77950,California,F,High School or Below,376636,22439,98,0,470,Personal Auto,Four-Door Car
PE47967,Oregon,F,College,728393,79055,186,1,177,Personal Auto,Luxury
QR47308,Nevada,F,College,274524,45191,69,0,330,Personal Auto,Four-Door Car
YU49449,California,M,Bachelor,262627,41990,66,0,316,Personal Auto,Four-Door Car
KN25124,Oregon,F,Master,245681,50979,61,1,262,Personal Auto,Two-Door Car
HI51182,Oregon,F,College,845367,59888,106,0,712,Personal Auto,Four-Door Car
MS18916,California,M,College,350856,20978,98,1,1176,Personal Auto,Four-Door Car
IE40701,California,M,High School or Below,287735,32807,73,0,350,Personal Auto,Four-Door Car
UT48216,Nevada,M,College,784016,58414,210,2,1008,Personal Auto,Luxury
VN92740,Arizona,F,College,277104,50071,71,0,18,Corporate Auto,Two-Door Car
IZ55070,Nevada,F,High School or Below,533948,67796,69,4,331,Personal Auto,Four-Door Car
HI74419,Washington,M,College,809287,50825,102,0,369,Personal Auto,SUV
MP76478,Washington,F,High School or Below,864650,64125,108,0,369,Corporate Auto,SUV
DY30071,Oregon,M,Bachelor,565923,69387,71,0,71,Personal Auto,Four-Door Car
ZN24083,Oregon,M,Doctor,553246,29084,71,1,492,Corporate Auto,Four-Door Car
JU74347,Oregon,M,Bachelor,794351,60214,100,1,291,Corporate Auto,Luxury
YJ35850,Oregon,M,High School or Below,977460,96018,122,0,390,Personal Auto,SUV
IE15348,Washington,F,High School or Below,406700,28466,102,0,371,Personal Auto,SUV
GP67816,California,F,High School or Below,2320839,60233,116,0,481,Personal Auto,Two-Door Car
PW51793,Oregon,M,Bachelor,732589,52920,93,0,1101,Personal Auto,Four-Door Car
UF59346,California,M,Bachelor,417034,90310,104,0,166,Personal Auto,SUV
FG29932,California,M,College,784016,58414,210,2,1008,Special Auto,Luxury
UX71137,Washington,F,Doctor,887596,69205,110,0,372,Personal Auto,Four-Door Car
BY54111,Oregon,M,High School or Below,1937890,21159,73,0,350,Personal Auto,Four-Door Car
RM83767,Washington,M,College,597099,64008,85,5,372,Personal Auto,Four-Door Car
PT15464,Arizona,F,Bachelor,914887,68236,114,0,20,Personal Auto,SUV
BP92643,Arizona,F,High School or Below,1377097,59207,116,0,556,Personal Auto,Four-Door Car
BW94308,Washington,F,High School or Below,2009689,92766,71,0,379,Personal Auto,Two-Door Car
GQ46925,Arizona,M,High School or Below,582168,77563,143,0,545,Personal Auto,Luxury
RF14806,Arizona,F,College,309580,33415,78,0,374,Personal Auto,Four-Door Car
KJ23009,California,F,Bachelor,1059854,20179,133,1,638,Corporate Auto,SUV
IB81655,California,M,Bachelor,769512,50147,101,0,484,Personal Auto,SUV
SV62436,Washington,F,Bachelor,304179,13789,79,0,379,Personal Auto,Four-Door Car
HR64684,Oregon,M,Master,868982,0,99,5,475,Personal Auto,Four-Door Car
QS96715,Nevada,F,High School or Below,813177,93715,102,2,254,Personal Auto,SUV
SW55711,Oregon,M,High School or Below,381532,23540,103,2,494,Corporate Auto,Two-Door Car
LZ19268,California,F,College,1163889,25370,102,0,489,Personal Auto,Luxury
FU74983,Nevada,F,Bachelor,2280053,68771,96,0,276,Personal Auto,Four-Door Car
KB99097,California,F,Bachelor,446299,0,73,3,350,Special Auto,Two-Door Car
AP52126,Oregon,F,College,1315183,68562,108,0,228,Personal Auto,SUV
EX61844,Arizona,M,High School or Below,1401997,36733,71,0,327,Personal Auto,Four-Door Car
QC30857,Nevada,F,College,293115,45768,73,0,191,Personal Auto,Two-Door Car
RT69513,California,F,Bachelor,477475,0,64,0,307,Personal Auto,Four-Door Car
HV85198,Arizona,M,Master,847141,63513,70,0,185,Personal Auto,Four-Door Car
BS91566,Arizona,F,College,543121,58161,68,0,140,Corporate Auto,Four-Door Car
IL40123,Nevada,F,College,568964,83640,70,0,471,Corporate Auto,Two-Door Car
MY32149,California,F,Master,368672,0,96,0,28,Personal Auto,Two-Door Car
SA91515,California,M,Bachelor,399258,0,111,0,700,Personal Auto,SUV
